run,order,time
3,10,3.134888410568237e-05
3,11,3.1665265560150146e-05
3,12,3.204971551895142e-05
3,13,5.6755006313323976e-05
3,14,3.294879198074341e-05
3,15,3.266602754592895e-05
3,16,3.35732102394104e-05
3,17,3.343617916107178e-05
3,18,3.422027826309204e-05
3,19,3.455573320388794e-05
3,20,3.396576642990112e-05
3,21,3.4225285053253176e-05
3,22,3.433525562286377e-05
3,23,3.509634733200073e-05
3,24,3.480428457260132e-05
3,25,3.568369150161743e-05
3,26,3.580838441848755e-05
3,27,3.6441564559936525e-05
3,28,3.6187291145324704e-05
3,29,3.598576784133911e-05
3,30,3.699219226837158e-05
3,31,3.6996066570281984e-05
3,32,3.73191237449646e-05
3,33,3.760087490081787e-05
3,34,3.7160754203796384e-05
3,35,3.78761887550354e-05
3,36,3.7887096405029296e-05
3,37,3.8208603858947753e-05
3,38,3.854614496231079e-05
3,39,6.221508979797364e-05
3,40,3.857910633087158e-05
3,41,3.8540780544281004e-05
3,42,3.932458162307739e-05
3,43,3.903907537460327e-05
3,44,4.213827848434448e-05
3,45,3.970247507095337e-05
3,46,4.022842645645142e-05
3,47,3.9994120597839356e-05
3,48,4.003250598907471e-05
3,49,4.0581703186035154e-05
3,50,4.061257839202881e-05
4,1,1.049959659576416e-05
4,2,1.3457536697387695e-05
4,3,1.6482532024383545e-05
4,4,1.9031524658203125e-05
4,5,2.2244393825531007e-05
4,6,2.4973034858703614e-05
4,7,2.77484655380249e-05
4,8,3.0014216899871827e-05
4,9,3.167378902435303e-05
4,10,3.24404239654541e-05
4,11,3.250950574874878e-05
4,12,3.249013423919678e-05
4,13,3.2598555088043214e-05
4,14,3.2719194889068604e-05
4,15,3.3065974712371826e-05
4,16,3.386974334716797e-05
4,17,3.35586667060852e-05
4,18,3.549259901046753e-05
4,19,3.4557580947875975e-05
4,20,3.471893072128296e-05
4,21,5.8683216571807865e-05
4,22,3.4546077251434326e-05
4,23,3.4871041774749755e-05
4,24,3.5313546657562254e-05
4,25,3.574061393737793e-05
4,26,3.632277250289917e-05
4,27,3.675651550292969e-05
4,28,3.622883558273315e-05
4,29,3.661423921585083e-05
4,30,3.637057542800903e-05
4,31,3.731471300125122e-05
4,32,3.678780794143677e-05
4,33,3.752392530441284e-05
4,34,3.7623882293701175e-05
4,35,3.778129816055298e-05
4,36,3.745853900909424e-05
4,37,3.8052916526794435e-05
4,38,3.822517395019531e-05
4,39,3.8597702980041505e-05
4,40,3.790587186813355e-05
4,41,3.841876983642578e-05
4,42,3.925210237503052e-05
4,43,3.9407193660736086e-05
4,44,3.96081805229187e-05
4,45,3.93410325050354e-05
4,46,6.261038780212403e-05
4,47,4.025846719741821e-05
4,48,4.024010896682739e-05
4,49,4.075765609741211e-05
4,50,4.0850520133972165e-05
5,1,1.1088967323303223e-05
5,2,1.3548195362091064e-05
5,3,1.687932014465332e-05
5,4,1.8886268138885497e-05
5,5,2.2166907787322998e-05
5,6,2.5687217712402343e-05
5,7,2.8111636638641357e-05
5,8,2.9802024364471436e-05
5,9,3.165018558502197e-05
5,10,3.181833028793335e-05
5,11,3.251534700393677e-05
5,12,3.266477584838867e-05
5,13,3.332561254501343e-05
5,14,3.29013466835022e-05
5,15,3.3865511417388915e-05
5,16,3.3857226371765135e-05
5,17,3.364431858062744e-05
5,18,3.4072935581207275e-05
5,19,3.416627645492554e-05
5,20,3.48203182220459e-05
5,21,3.452855348587036e-05
5,22,3.5021603107452396e-05
5,23,3.535544872283936e-05
5,24,3.533852100372314e-05
5,25,3.5654425621032716e-05
5,26,3.622704744338989e-05
5,27,6.115710735321045e-05
5,28,3.5783112049102784e-05
5,29,3.628736734390259e-05
5,30,3.649657964706421e-05
5,31,3.624236583709717e-05
5,32,3.692859411239624e-05
5,33,3.729128837585449e-05
5,34,3.6820888519287107e-05
5,35,3.749829530715942e-05
5,36,3.7176787853240964e-05
5,37,3.805768489837646e-05
5,38,3.759962320327759e-05
5,39,3.804880380630493e-05
5,40,3.8084208965301514e-05
5,41,3.836989402770996e-05
5,42,3.915506601333618e-05
5,43,3.931158781051636e-05
5,44,3.881460428237915e-05
5,45,3.956824541091919e-05
5,46,3.9329946041107177e-05
5,47,3.9794921875e-05
5,48,4.0175378322601315e-05
5,49,4.0642738342285154e-05
5,50,4.096323251724243e-05
6,1,1.1119484901428223e-05
6,2,1.278674602508545e-05
6,3,1.590937376022339e-05
6,4,1.8391788005828857e-05
6,5,2.1299779415130615e-05
6,6,2.3963570594787596e-05
6,7,2.7015209197998047e-05
6,8,2.848750352859497e-05
6,9,3.059875965118408e-05
6,10,3.160363435745239e-05
6,11,3.2573699951171874e-05
6,12,3.234434127807617e-05
6,13,5.697286128997803e-05
6,14,3.269410133361816e-05
6,15,3.361845016479492e-05
6,16,3.3231794834136965e-05
6,17,3.411346673965454e-05
6,18,3.411322832107544e-05
6,19,3.597623109817505e-05
6,20,3.55454683303833e-05
6,21,3.433501720428467e-05
6,22,3.4404218196868896e-05
6,23,3.4628331661224364e-05
6,24,3.5219430923461915e-05
6,25,3.524988889694214e-05
6,26,3.581899404525757e-05
6,27,3.6398887634277345e-05
6,28,3.572255373001099e-05
6,29,3.658449649810791e-05
6,30,3.686422109603882e-05
6,31,3.7098824977874754e-05
6,32,3.7210285663604734e-05
6,33,3.7421882152557375e-05
6,34,3.767770528793335e-05
6,35,3.7902772426605226e-05
6,36,3.7927746772766113e-05
6,37,3.826016187667847e-05
6,38,6.232905387878418e-05
6,39,3.809618949890137e-05
6,40,3.78035306930542e-05
6,41,3.841245174407959e-05
6,42,3.8955628871917725e-05
6,43,3.908461332321167e-05
6,44,3.898131847381592e-05
6,45,3.9618849754333494e-05
6,46,4.004257917404175e-05
6,47,4.0074050426483155e-05
6,48,3.9527833461761476e-05
6,49,4.0472447872161864e-05
6,50,4.059404134750366e-05
7,1,1.1086583137512208e-05
7,2,1.4814555644989013e-05
7,3,1.6099333763122557e-05
7,4,1.8914401531219483e-05
7,5,2.1542847156524657e-05
7,6,2.4661481380462645e-05
7,7,2.7668237686157228e-05
7,8,2.9724001884460448e-05
7,9,3.098297119140625e-05
7,10,3.2174944877624514e-05
7,11,3.236818313598633e-05
7,12,3.223639726638794e-05
7,13,3.3295512199401855e-05
7,14,3.335195779800415e-05
7,15,3.312885761260986e-05
7,16,3.365784883499145e-05
7,17,3.3515870571136474e-05
7,18,3.374099731445313e-05
7,19,3.445887565612793e-05
7,20,5.8169722557067874e-05
7,21,3.46682071685791e-05
7,22,3.4911036491394045e-05
7,23,3.482663631439209e-05
7,24,3.5354435443878174e-05
7,25,3.575438261032105e-05
7,26,3.589975833892822e-05
7,27,3.608018159866333e-05
7,28,3.616416454315186e-05
7,29,3.5971641540527345e-05
7,30,3.594285249710083e-05
7,31,3.693193197250366e-05
7,32,3.647816181182861e-05
7,33,3.70713472366333e-05
7,34,3.723573684692383e-05
7,35,3.708082437515259e-05
7,36,3.783458471298218e-05
7,37,3.744775056838989e-05
7,38,3.772240877151489e-05
7,39,3.814214468002319e-05
7,40,3.855353593826294e-05
7,41,3.830188512802124e-05
7,42,3.8940668106079103e-05
7,43,3.927326202392578e-05
7,44,3.8917958736419674e-05
7,45,3.949439525604248e-05
7,46,3.9107024669647215e-05
7,47,3.983914852142334e-05
7,48,4.011482000350952e-05
7,49,6.393074989318847e-05
7,50,4.05038595199585e-05
8,1,1.0443270206451416e-05
8,2,1.318669319152832e-05
8,3,1.619654893875122e-05
8,4,1.882636547088623e-05
8,5,2.1822810173034667e-05
8,6,2.4816513061523436e-05
8,7,2.795112133026123e-05
8,8,3.0265331268310545e-05
8,9,3.09869647026062e-05
8,10,3.200274705886841e-05
8,11,3.2681047916412355e-05
8,12,3.259044885635376e-05
8,13,3.246778249740601e-05
8,14,3.260064125061035e-05
8,15,3.313136100769043e-05
8,16,3.330534696578979e-05
8,17,3.3549547195434573e-05
8,18,3.430873155593872e-05
8,19,3.409981727600098e-05
8,20,3.46338152885437e-05
8,21,3.4237325191497805e-05
8,22,3.453505039215088e-05
8,23,3.46415638923645e-05
8,24,3.5183608531951905e-05
8,25,3.530144691467285e-05
8,26,3.5284101963043216e-05
8,27,3.604114055633545e-05
8,28,3.543776273727417e-05
8,29,5.974137783050537e-05
8,30,3.611630201339722e-05
8,31,3.685903549194336e-05
8,32,3.633576631546021e-05
8,33,3.7072062492370606e-05
8,34,3.721636533737182e-05
8,35,3.7794172763824464e-05
8,36,3.717130422592163e-05
8,37,3.802633285522461e-05
8,38,3.823786973953247e-05
8,39,3.832846879959106e-05
8,40,3.859883546829224e-05
8,41,3.889507055282593e-05
8,42,3.8920342922210695e-05
8,43,3.89934778213501e-05
8,44,3.872686624526978e-05
8,45,3.921115398406983e-05
8,46,3.967136144638062e-05
8,47,3.972989320755005e-05
8,48,3.9549767971038816e-05
8,49,4.003560543060303e-05
8,50,4.002296924591065e-05
9,1,1.2520015239715575e-05
9,2,1.3099372386932372e-05
9,3,1.5950679779052735e-05
9,4,1.8470168113708495e-05
9,5,2.1164655685424805e-05
9,6,2.4334251880645753e-05
9,7,2.647268772125244e-05
9,8,2.8639554977416993e-05
9,9,5.381160974502563e-05
9,10,3.094923496246338e-05
9,11,3.157275915145874e-05
9,12,3.145080804824829e-05
9,13,3.248065710067749e-05
9,14,3.2811403274536135e-05
9,15,3.266781568527222e-05
9,16,3.34552526473999e-05
9,17,3.340864181518555e-05
9,18,3.356444835662842e-05
9,19,3.3976256847381594e-05
9,20,3.45420241355896e-05
9,21,3.46725583076477e-05
9,22,3.4959256649017334e-05
9,23,3.460705280303955e-05
9,24,3.464353084564209e-05
9,25,3.495991230010986e-05
9,26,3.568768501281738e-05
9,27,3.615283966064453e-05
9,28,3.5735964775085447e-05
9,29,3.653055429458618e-05
9,30,3.6232352256774905e-05
9,31,3.700751066207886e-05
9,32,3.670257329940796e-05
9,33,3.761762380599976e-05
9,34,3.711467981338501e-05
9,35,3.791898488998413e-05
9,36,6.130903959274292e-05
9,37,3.804618120193481e-05
9,38,3.8309097290039064e-05
9,39,3.895467519760132e-05
9,40,3.8767099380493164e-05
9,41,3.89026403427124e-05
9,42,3.901869058609009e-05
9,43,3.898847103118897e-05
9,44,3.9046525955200194e-05
9,45,3.9191126823425295e-05
9,46,3.9266765117645266e-05
9,47,3.974884748458862e-05
9,48,4.025870561599731e-05
9,49,4.083043336868286e-05
9,50,4.073399305343628e-05
10,1,1.1465787887573242e-05
10,2,1.3795137405395507e-05
10,3,1.697707176208496e-05
10,4,1.9452035427093506e-05
10,5,2.2576034069061278e-05
10,6,2.643495798110962e-05
10,7,2.9565036296844483e-05
10,8,3.108811378479004e-05
10,9,3.214925527572632e-05
10,10,3.2375335693359375e-05
10,11,3.217524290084839e-05
10,12,3.2282769680023194e-05
10,13,3.3204197883605954e-05
10,14,3.320705890655517e-05
10,15,5.775934457778931e-05
10,16,3.3059656620025635e-05
10,17,3.3923327922821046e-05
10,18,3.3572733402252194e-05
10,19,3.464442491531372e-05
10,20,3.3946752548217776e-05
10,21,3.4238219261169435e-05
10,22,3.4811794757843015e-05
10,23,3.531438112258911e-05
10,24,3.469163179397583e-05
10,25,3.556448221206665e-05
10,26,3.5311102867126466e-05
10,27,3.553509712219238e-05
10,28,3.546649217605591e-05
10,29,3.6341607570648194e-05
10,30,3.626376390457153e-05
10,31,3.668731451034546e-05
10,32,3.680986166000366e-05
10,33,3.684145212173462e-05
10,34,3.677511215209961e-05
10,35,3.72512936592102e-05
10,36,3.7351667881011965e-05
10,37,3.8483381271362305e-05
10,38,3.791910409927368e-05
10,39,3.883874416351318e-05
10,40,6.183189153671264e-05
10,41,3.835183382034302e-05
10,42,3.876954317092896e-05
10,43,3.89060378074646e-05
10,44,3.920382261276245e-05
10,45,3.957611322402954e-05
10,46,3.916513919830322e-05
10,47,4.007339477539063e-05
10,48,4.017174243927002e-05
10,49,4.057466983795166e-05
10,50,4.059642553329468e-05
11,1,1.0914266109466552e-05
11,2,1.3626277446746826e-05
11,3,1.6724169254302977e-05
11,4,1.920807361602783e-05
11,5,2.241075038909912e-05
11,6,2.603358030319214e-05
11,7,2.8322398662567138e-05
11,8,3.079211711883545e-05
11,9,3.125160932540894e-05
11,10,3.201663494110107e-05
11,11,3.278219699859619e-05
11,12,3.260082006454468e-05
11,13,3.370976448059082e-05
11,14,3.317248821258545e-05
11,15,3.3333301544189454e-05
11,16,3.346174955368042e-05
11,17,3.446477651596069e-05
11,18,3.412222862243652e-05
11,19,3.482449054718018e-05
11,20,5.8024585247039794e-05
11,21,3.463202714920044e-05
11,22,3.4893572330474855e-05
11,23,3.481316566467285e-05
11,24,3.5127997398376466e-05
11,25,3.528076410293579e-05
11,26,3.581225872039795e-05
11,27,3.640002012252808e-05
11,28,3.5678744316101076e-05
11,29,3.607308864593506e-05
11,30,3.702765703201294e-05
11,31,3.638207912445068e-05
11,32,3.644996881484985e-05
11,33,3.7439286708831784e-05
11,34,3.689485788345337e-05
11,35,3.856748342514038e-05
11,36,3.786313533782959e-05
11,37,3.779208660125733e-05
11,38,3.8313210010528564e-05
11,39,3.844594955444336e-05
11,40,3.827172517776489e-05
11,41,3.866076469421387e-05
11,42,3.912347555160523e-05
11,43,3.925889730453491e-05
11,44,6.282860040664673e-05
11,45,3.9424240589141844e-05
11,46,3.981161117553711e-05
11,47,4.0353119373321535e-05
11,48,3.9788126945495605e-05
11,49,4.0161550045013426e-05
11,50,4.077082872390747e-05
12,1,1.0935187339782714e-05
12,2,1.4167487621307373e-05
12,3,1.7269372940063478e-05
12,4,2.0026028156280517e-05
12,5,2.078568935394287e-05
12,6,2.35784649848938e-05
12,7,2.5618433952331542e-05
12,8,2.7395188808441163e-05
12,9,2.8763115406036377e-05
12,10,2.9291093349456787e-05
12,11,3.0213236808776856e-05
12,12,3.0280888080596924e-05
12,13,3.12349796295166e-05
12,14,3.133249282836914e-05
12,15,3.154528141021728e-05
12,16,3.244632482528687e-05
12,17,3.358858823776245e-05
12,18,3.3316195011138914e-05
12,19,3.393244743347168e-05
12,20,3.384178876876831e-05
12,21,3.430271148681641e-05
12,22,3.394562005996704e-05
12,23,3.460860252380371e-05
12,24,3.5131931304931644e-05
12,25,3.499710559844971e-05
12,26,3.520888090133667e-05
12,27,3.6179423332214356e-05
12,28,6.03107213973999e-05
12,29,3.616458177566528e-05
12,30,3.6504387855529786e-05
12,31,3.661876916885376e-05
12,32,3.705716133117676e-05
12,33,3.749269247055054e-05
12,34,3.681325912475586e-05
12,35,3.7125468254089353e-05
12,36,3.72159481048584e-05
12,37,3.773003816604614e-05
12,38,3.814947605133057e-05
12,39,3.892296552658081e-05
12,40,3.8118958473205565e-05
12,41,3.905344009399414e-05
12,42,3.883874416351318e-05
12,43,3.931140899658203e-05
12,44,3.877311944961548e-05
12,45,3.976732492446899e-05
12,46,3.9468586444854736e-05
12,47,4.015570878982544e-05
12,48,3.988289833068848e-05
12,49,4.056721925735474e-05
12,50,4.1162192821502685e-05
13,1,1.1723697185516358e-05
13,2,1.3486266136169434e-05
13,3,1.666879653930664e-05
13,4,1.9367754459381104e-05
13,5,2.2403061389923095e-05
13,6,2.5689125061035157e-05
13,7,2.880626916885376e-05
13,8,3.091526031494141e-05
13,9,5.513554811477661e-05
13,10,3.239893913269043e-05
13,11,3.24893593788147e-05
13,12,3.26305627822876e-05
13,13,3.2821953296661374e-05
13,14,3.3204734325408934e-05
13,15,3.2957196235656735e-05
13,16,3.328859806060791e-05
13,17,3.4055829048156736e-05
13,18,3.440898656845093e-05
13,19,3.419363498687744e-05
13,20,3.422403335571289e-05
13,21,3.48319411277771e-05
13,22,3.447270393371582e-05
13,23,3.577446937561035e-05
13,24,3.566163778305054e-05
13,25,3.5906851291656496e-05
13,26,3.640437126159668e-05
13,27,3.6294817924499514e-05
13,28,3.638702630996704e-05
13,29,3.6531031131744385e-05
13,30,3.68502140045166e-05
13,31,3.655761480331421e-05
13,32,3.700625896453857e-05
13,33,3.748083114624023e-05
13,34,6.021243333816528e-05
13,35,3.713619709014893e-05
13,36,3.7694275379180907e-05
13,37,3.800147771835327e-05
13,38,3.828197717666626e-05
13,39,3.8601458072662354e-05
13,40,3.8092494010925294e-05
13,41,3.903013467788696e-05
13,42,3.93528938293457e-05
13,43,3.971260786056519e-05
13,44,3.915703296661377e-05
13,45,3.945332765579224e-05
13,46,4.001396894454956e-05
13,47,4.018771648406983e-05
13,48,3.9727628231048584e-05
13,49,4.002928733825684e-05
13,50,4.084271192550659e-05
14,1,1.0771214962005616e-05
14,2,1.3416469097137452e-05
14,3,1.6430556774139404e-05
14,4,1.886272430419922e-05
14,5,2.173060178756714e-05
14,6,2.4553596973419188e-05
14,7,2.703547477722168e-05
14,8,2.9374003410339357e-05
14,9,3.08418869972229e-05
14,10,3.1897127628326415e-05
14,11,3.242433071136475e-05
14,12,3.276437520980835e-05
14,13,3.277528285980225e-05
14,14,3.280937671661377e-05
14,15,3.3484578132629396e-05
14,16,3.3290505409240726e-05
14,17,5.739635229110718e-05
14,18,3.392326831817627e-05
14,19,3.423470258712769e-05
14,20,3.474277257919311e-05
14,21,3.487181663513184e-05
14,22,3.455555438995361e-05
14,23,3.479909896850586e-05
14,24,3.545236587524414e-05
14,25,3.5260677337646486e-05
14,26,3.603708744049072e-05
14,27,3.643357753753662e-05
14,28,3.5733282566070556e-05
14,29,3.610694408416748e-05
14,30,3.651529550552368e-05
14,31,3.698885440826416e-05
14,32,3.6926925182342526e-05
14,33,3.7560999393463134e-05
14,34,3.696507215499878e-05
14,35,3.732925653457641e-05
14,36,3.787726163864136e-05
14,37,3.768640756607056e-05
14,38,3.805232048034668e-05
14,39,3.817540407180786e-05
14,40,3.8853168487548826e-05
14,41,3.910726308822632e-05
14,42,6.256812810897827e-05
14,43,3.9836347103118894e-05
14,44,3.945314884185791e-05
14,45,3.971445560455322e-05
14,46,3.93330454826355e-05
14,47,4.0121912956237794e-05
14,48,3.98215651512146e-05
14,49,4.026836156845093e-05
14,50,4.121017456054688e-05
15,1,1.1092960834503174e-05
15,2,1.3393461704254151e-05
15,3,1.640629768371582e-05
15,4,1.901036500930786e-05
15,5,2.1629273891448976e-05
15,6,2.4602055549621583e-05
15,7,2.7726054191589355e-05
15,8,2.941197156906128e-05
15,9,3.12458872795105e-05
15,10,3.221505880355835e-05
15,11,3.240501880645752e-05
15,12,3.267550468444824e-05
15,13,3.284531831741333e-05
15,14,3.285336494445801e-05
15,15,3.318828344345093e-05
15,16,3.334259986877441e-05
15,17,3.359466791152954e-05
15,18,3.439795970916748e-05
15,19,3.449517488479614e-05
15,20,3.432554006576538e-05
15,21,3.467130661010742e-05
15,22,3.471076488494873e-05
15,23,5.9603750705718995e-05
15,24,3.4745931625366214e-05
15,25,3.541845083236694e-05
15,26,3.598195314407349e-05
15,27,3.661859035491943e-05
15,28,3.613865375518799e-05
15,29,3.648883104324341e-05
15,30,3.630679845809936e-05
15,31,3.6613106727600095e-05
15,32,3.666216135025025e-05
15,33,3.733807802200317e-05
15,34,3.695541620254517e-05
15,35,3.72006893157959e-05
15,36,3.727865219116211e-05
15,37,3.7706136703491213e-05
15,38,3.79863977432251e-05
15,39,3.878140449523926e-05
15,40,3.81544828414917e-05
15,41,3.901875019073486e-05
15,42,3.931337594985962e-05
15,43,3.954547643661499e-05
15,44,3.887951374053955e-05
15,45,3.923320770263672e-05
15,46,3.935015201568604e-05
15,47,3.982996940612793e-05
15,48,4.0327489376068113e-05
15,49,4.0257275104522703e-05
15,50,4.053455591201782e-05
16,1,1.093900203704834e-05
16,2,1.3223350048065185e-05
16,3,1.5913724899291992e-05
16,4,1.8550753593444825e-05
16,5,2.1317660808563233e-05
16,6,2.4228155612945556e-05
16,7,2.7150392532348632e-05
16,8,2.8892755508422852e-05
16,9,5.461382865905762e-05
16,10,3.130429983139038e-05
16,11,3.182828426361084e-05
16,12,3.188067674636841e-05
16,13,3.248071670532227e-05
16,14,3.26765775680542e-05
16,15,3.308230638504028e-05
16,16,3.3627867698669435e-05
16,17,3.401637077331543e-05
16,18,3.389877080917358e-05
16,19,3.411084413528442e-05
16,20,3.4728288650512696e-05
16,21,3.491705656051636e-05
16,22,3.489780426025391e-05
16,23,3.473210334777832e-05
16,24,3.479224443435669e-05
16,25,3.5574257373809814e-05
16,26,3.6264896392822264e-05
16,27,3.634911775588989e-05
16,28,3.575241565704346e-05
16,29,3.6091864109039304e-05
16,30,3.678911924362183e-05
16,31,3.701251745223999e-05
16,32,3.658473491668701e-05
16,33,3.6912858486175535e-05
16,34,6.135201454162598e-05
16,35,3.766846656799316e-05
16,36,3.78616452217102e-05
16,37,3.810608386993408e-05
16,38,3.7824273109436036e-05
16,39,3.836154937744141e-05
16,40,3.873926401138306e-05
16,41,3.852635622024536e-05
16,42,3.969794511795044e-05
16,43,3.9050519466400146e-05
16,44,3.925234079360962e-05
16,45,3.920447826385498e-05
16,46,3.939539194107056e-05
16,47,3.964614868164063e-05
16,48,3.9892375469207765e-05
16,49,4.0372371673583985e-05
16,50,4.056167602539062e-05
17,1,1.0596752166748046e-05
17,2,1.3510048389434815e-05
17,3,1.655489206314087e-05
17,4,1.8986046314239503e-05
17,5,2.1962881088256836e-05
17,6,2.4945497512817384e-05
17,7,2.7979016304016115e-05
17,8,3.0138075351715087e-05
17,9,3.1473636627197263e-05
17,10,3.2405555248260495e-05
17,11,3.245764970779419e-05
17,12,3.2560408115386964e-05
17,13,3.2968759536743165e-05
17,14,3.2813727855682375e-05
17,15,3.3268153667449954e-05
17,16,3.339064121246338e-05
17,17,5.807274580001831e-05
17,18,3.3915162086486814e-05
17,19,3.417074680328369e-05
17,20,3.425759077072143e-05
17,21,3.4396827220916746e-05
17,22,3.4364819526672366e-05
17,23,3.469562530517578e-05
17,24,3.4915149211883545e-05
17,25,3.524452447891235e-05
17,26,3.582048416137695e-05
17,27,3.629720211029053e-05
17,28,3.556120395660401e-05
17,29,3.578561544418335e-05
17,30,3.6363065242767336e-05
17,31,3.657037019729614e-05
17,32,3.635191917419434e-05
17,33,3.685122728347778e-05
17,34,3.69410514831543e-05
17,35,3.720360994338989e-05
17,36,3.73029112815857e-05
17,37,3.7556350231170655e-05
17,38,3.784102201461792e-05
17,39,3.8170337677001956e-05
17,40,3.8158595561981204e-05
17,41,3.839957714080811e-05
17,42,6.252580881118775e-05
17,43,3.9089083671569827e-05
17,44,3.8928806781768797e-05
17,45,3.910529613494873e-05
17,46,3.932374715805054e-05
17,47,3.9813876152038575e-05
17,48,3.975439071655273e-05
17,49,4.0170013904571535e-05
17,50,4.059606790542603e-05
18,1,1.1855840682983398e-05
18,2,1.3964593410491944e-05
18,3,1.6464412212371825e-05
18,4,1.8803119659423828e-05
18,5,2.1824121475219728e-05
18,6,2.4866700172424317e-05
18,7,2.8067588806152345e-05
18,8,2.9777765274047853e-05
18,9,3.1363487243652344e-05
18,10,3.217935562133789e-05
18,11,3.22115421295166e-05
